"id","relocate_id","pit_tag_ref","sex","weight","length","bd_exposure","collect_stage","bd_treatment","swab_id","comment","tag_new","surveyor_id"
"311b6cc0-829a-47f3-9914-293b694d6d0a","a5eda4bc-744e-4066-ad2f-1b59e3081eb8","982091062745765","m",NA,NA,"unexposed","tadpole","",NA,"","FALSE",NA
"7923847d-b936-440a-8cc7-165ac829e599","a5eda4bc-744e-4066-ad2f-1b59e3081eb8","982091062745900","m",NA,NA,"unexposed","tadpole","",NA,"","FALSE",NA
"66159f9f-d91d-4f43-93f5-ae4e4bffb6f5","a5eda4bc-744e-4066-ad2f-1b59e3081eb8","982091062745890","f",NA,NA,"unexposed","tadpole","",NA,"","FALSE",NA
"f6dccd08-00c6-44de-97bd-5fd9f122a286","a5eda4bc-744e-4066-ad2f-1b59e3081eb8","982091062745892","m",NA,NA,"unexposed","tadpole","",NA,"","FALSE",NA
"cfbb2f4f-a3c1-47eb-8241-cc957cfd3fe0","a5eda4bc-744e-4066-ad2f-1b59e3081eb8","982091062745903","f",NA,NA,"unexposed","tadpole","",NA,"","FALSE",NA
"d6a579b3-fe48-4341-a956-a999ba3dc13a","a5eda4bc-744e-4066-ad2f-1b59e3081eb8","982091062745935","m",NA,NA,"unexposed","tadpole","",NA,"","FALSE",NA
"f41b6ba1-3452-4be0-b4cb-f488f85a8ea0","a5eda4bc-744e-4066-ad2f-1b59e3081eb8","982091062745770","m",NA,NA,"unexposed","tadpole","",NA,"","FALSE",NA
"5307438c-5e6d-4825-ac48-d7b0ed4af3ae","a5eda4bc-744e-4066-ad2f-1b59e3081eb8","982091062745929","f",NA,NA,"unexposed","tadpole","",NA,"","FALSE",NA
"45bdbcd8-96a5-460d-a4dd-adb4f9a590cc","da3e0d22-26f4-4b27-9f88-292855ac0075","900043000200595","f",NA,NA,"unexposed","tadpole","","RKS33230","","FALSE","Lindauer"
"86ab92d5-ea39-4998-93fc-509f81c69870","da3e0d22-26f4-4b27-9f88-292855ac0075","900043000200509","m",NA,NA,"unexposed","tadpole","","RKS33231","","FALSE","Lindauer"
"8630da01-33b1-4f4b-8683-02934b12898d","da3e0d22-26f4-4b27-9f88-292855ac0075","900043000200910","m",NA,NA,"unexposed","tadpole","","RKS33232","","FALSE","Lindauer"
"c43b48ae-460d-4d89-b811-b0e8180d4a5d","da3e0d22-26f4-4b27-9f88-292855ac0075","900043000200794","m",NA,NA,"unexposed","tadpole","","RKS33233","","FALSE","Lindauer"
"fccffeb5-ac3c-45b9-9e25-92d7e9838181","da3e0d22-26f4-4b27-9f88-292855ac0075","900043000200900","m",NA,NA,"unexposed","tadpole","","RKS33234","","FALSE","Lindauer"
"aff55d2f-a8e6-4558-a52f-e2c94e6601b4","da3e0d22-26f4-4b27-9f88-292855ac0075","900043000200784","f",NA,NA,"unexposed","tadpole","","RKS33235","","FALSE","Lindauer"
"8b3d741d-d258-40f2-99fa-1c4baee0ec7e","da3e0d22-26f4-4b27-9f88-292855ac0075","900043000200994","m",NA,NA,"unexposed","tadpole","","RKS33236","","FALSE","Lindauer"
"c48631d7-d471-4fbd-b52c-0196fa0f21b8","da3e0d22-26f4-4b27-9f88-292855ac0075","900043000200565","m",NA,NA,"unexposed","tadpole","","RKS33237","","FALSE","Lindauer"
"87297f02-5c3c-4a4a-a8fb-6f755cecde47","da3e0d22-26f4-4b27-9f88-292855ac0075","900043000200971","f",NA,NA,"unexposed","tadpole","","RKS33238","","FALSE","Lindauer"
"00a29d90-6bbb-449d-80ae-d86bfac6dcab","da3e0d22-26f4-4b27-9f88-292855ac0075","900043000200518","m",NA,NA,"unexposed","tadpole","","RKS33239","","FALSE","Lindauer"
"48f32ac9-fe83-437d-850e-e8845fdfb8b7","da3e0d22-26f4-4b27-9f88-292855ac0075","900043000200649","m",NA,NA,"unexposed","tadpole","",NA,"","FALSE",NA
"6ab1b385-da5c-4efe-a803-c253356fc438","da3e0d22-26f4-4b27-9f88-292855ac0075","900043000200610","f",NA,NA,"unexposed","tadpole","",NA,"","FALSE",NA
"9569fd9e-6dda-4ff5-906d-0fda19b926d5","da3e0d22-26f4-4b27-9f88-292855ac0075","900043000200645","f",NA,NA,"unexposed","tadpole","",NA,"","FALSE",NA
"842d8d11-83ab-4e40-9310-00ea831491a1","da3e0d22-26f4-4b27-9f88-292855ac0075","900043000200677","f",NA,NA,"unexposed","tadpole","",NA,"","FALSE",NA
"129a7cdc-453f-41d1-92b6-a6901d493e08","da3e0d22-26f4-4b27-9f88-292855ac0075","900043000200764","m",NA,NA,"unexposed","tadpole","",NA,"","FALSE",NA
"91145b08-9fe5-4ef9-8334-73247347b963","da3e0d22-26f4-4b27-9f88-292855ac0075","900043000200655","f",NA,NA,"unexposed","tadpole","",NA,"","FALSE",NA
"0bbaec8e-baf9-4579-aed7-ee8e942ba2d6","da3e0d22-26f4-4b27-9f88-292855ac0075","900043000200845","f",NA,NA,"unexposed","tadpole","",NA,"","FALSE",NA
"7924935d-26fb-4030-9d69-553eadeafa99","bb56e61e-5d57-49c9-9490-674a18f5e768","982091062745914",NA,NA,NA,"unexposed","tadpole","",NA,"","FALSE",NA
"6cda1852-5dad-48ae-a6a8-6028cc0bcb8c","ed5ad4ae-fee5-4289-89b3-924e606b791a","900043000200536","f",NA,NA,"unexposed","tadpole","",NA,"","FALSE",NA
"4e642a0e-ca0d-4f59-9b9f-d37b76aff2ee","bb56e61e-5d57-49c9-9490-674a18f5e768","982091062745782",NA,NA,NA,"unexposed","tadpole","",NA,"","FALSE",NA
"e6316933-6aa0-4121-8707-1e6a2bb1de78","bb56e61e-5d57-49c9-9490-674a18f5e768","982091062745868",NA,NA,NA,"unexposed","tadpole","",NA,"","FALSE",NA
"ebfb19af-efd8-4455-8631-2a7f7f14245c","bb56e61e-5d57-49c9-9490-674a18f5e768","982091062745826",NA,NA,NA,"unexposed","tadpole","",NA,"","FALSE",NA
"ca8f9a8d-ede8-4a30-a5fd-ad2bacffcd60","bb56e61e-5d57-49c9-9490-674a18f5e768","982091062745940",NA,NA,NA,"unexposed","tadpole","",NA,"","FALSE",NA
"00d8038e-6b6c-4541-af42-333153f1b96c","bb56e61e-5d57-49c9-9490-674a18f5e768","982091062745843",NA,NA,NA,"unexposed","tadpole","",NA,"","FALSE",NA
"b76e80c6-08b6-47f5-aa58-accfc9aed741","bb56e61e-5d57-49c9-9490-674a18f5e768","982091062745694",NA,NA,NA,"unexposed","tadpole","",NA,"","FALSE",NA
"b0504308-0ea5-4708-a4f1-ef3b954278da","bb56e61e-5d57-49c9-9490-674a18f5e768","982091062745810",NA,NA,NA,"unexposed","tadpole","",NA,"","FALSE",NA
"b3cb7684-76df-4b6c-9ac2-9ea46b5e7b7a","bb56e61e-5d57-49c9-9490-674a18f5e768","982091062745875",NA,NA,NA,"unexposed","tadpole","",NA,"","FALSE",NA
"7fb954f2-16a0-4bf4-a5c4-cf4dbfc6737e","bb56e61e-5d57-49c9-9490-674a18f5e768","982091062745857",NA,NA,NA,"unexposed","tadpole","",NA,"","FALSE",NA
"74eb3bf1-f69c-4a7d-a6a6-f2d7ba90dad8","bb56e61e-5d57-49c9-9490-674a18f5e768","982091062745737",NA,NA,NA,"unexposed","tadpole","",NA,"","FALSE",NA
"c7d991ba-ee9d-4ba2-abf5-84940824f60d","ed5ad4ae-fee5-4289-89b3-924e606b791a","900043000200874","f",NA,NA,"unexposed","tadpole","",NA,"","FALSE",NA
"65e2e897-7a46-4840-ba4f-ab9b1c3ad151","ed5ad4ae-fee5-4289-89b3-924e606b791a","900043000200774","f",NA,NA,"unexposed","tadpole","",NA,"","FALSE",NA
"62358131-77b2-42f1-9947-aaed7686fd5d","ed5ad4ae-fee5-4289-89b3-924e606b791a","900043000200772","f",NA,NA,"unexposed","tadpole","",NA,"","FALSE",NA
"33fac69f-5065-4e65-84aa-bf54c953634c","ed5ad4ae-fee5-4289-89b3-924e606b791a","900043000200528",NA,NA,NA,"unexposed","tadpole","",NA,"","FALSE",NA
"bad16bbf-b33a-4231-a863-06cb37b16c97","ed5ad4ae-fee5-4289-89b3-924e606b791a","900043000200538","f",NA,NA,"unexposed","tadpole","",NA,"","FALSE",NA
"02360f03-465d-42d6-98a1-153b939627a0","ed5ad4ae-fee5-4289-89b3-924e606b791a","900043000200856","m",NA,NA,"unexposed","tadpole","",NA,"","FALSE",NA
"08ce665a-597b-4bcb-9a82-bd46a33a16c2","ed5ad4ae-fee5-4289-89b3-924e606b791a","900043000200543","f",NA,NA,"unexposed","tadpole","",NA,"","FALSE",NA
"350b4ab6-5dfe-4316-a603-23ef466a8a22","ed5ad4ae-fee5-4289-89b3-924e606b791a","900043000200780","f",NA,NA,"unexposed","tadpole","",NA,"","FALSE",NA
"b21edf4b-ee1b-4b8d-92ed-cd857738d4e0","ed5ad4ae-fee5-4289-89b3-924e606b791a","900043000200591",NA,NA,NA,"unexposed","tadpole","",NA,"","FALSE",NA
"948c892f-39cc-4d18-9aad-b1f96b6858f4","ed5ad4ae-fee5-4289-89b3-924e606b791a","900043000200675",NA,NA,NA,"unexposed","tadpole","",NA,"","FALSE",NA
"0cc38891-a5a7-4db4-a32c-64d3ee998c80","ed5ad4ae-fee5-4289-89b3-924e606b791a","900043000200911","m",NA,NA,"unexposed","tadpole","",NA,"","FALSE",NA
"9d70d571-1fa4-4f90-bf26-132672e55303","ed5ad4ae-fee5-4289-89b3-924e606b791a","900043000200849","m",NA,NA,"unexposed","tadpole","",NA,"","FALSE",NA
"10d20cfa-b3e5-4ea0-89c2-1a18a0f00359","ed5ad4ae-fee5-4289-89b3-924e606b791a","900043000200599",NA,NA,NA,"unexposed","tadpole","",NA,"","FALSE",NA
"3440e4fb-d941-4d84-bc52-6f87bb8d290d","ed5ad4ae-fee5-4289-89b3-924e606b791a","900043000200505",NA,NA,NA,"unexposed","tadpole","",NA,"","FALSE",NA
"b26fa194-bc8e-4266-bb44-0fa49fa4ff02","ed5ad4ae-fee5-4289-89b3-924e606b791a","900043000200873","m",NA,NA,"unexposed","tadpole","",NA,"","FALSE",NA
