site_id,release_date,collect_siteid,collect_date,collect_stage,zoo,type,pit_tag_ref,sex,weight,length,bd_exposure,swab_id
70611,2021-07-15,70215,2021-07-15,adult,NA,translocation,982126058791357,m,17,53,unexposed,RKS32121
70611,2021-07-15,70215,2021-07-15,adult,NA,translocation,982126058791355,f,8,42,unexposed,RKS32122
70611,2021-07-15,70215,2021-07-15,adult,NA,translocation,982126058791182,f,19,53,unexposed,RKS32123
70611,2021-07-15,70215,2021-07-15,adult,NA,translocation,982126058791284,f,8,41,unexposed,RKS32124
70611,2021-07-15,70215,2021-07-15,adult,NA,translocation,982126058791353,f,11,44,unexposed,RKS32125
70611,2021-07-15,70215,2021-07-15,adult,NA,translocation,982126058791272,f,8,42,unexposed,RKS32126
70611,2021-07-15,70215,2021-07-15,adult,NA,translocation,982126058791323,f,8,41,unexposed,RKS32127
70611,2021-07-15,70215,2021-07-15,adult,NA,translocation,982126058791349,m,10,45,unexposed,RKS32128
70611,2021-07-15,70215,2021-07-15,adult,NA,translocation,982126058791265,m,10,45,unexposed,RKS32129
70611,2021-07-15,70215,2021-07-15,adult,NA,translocation,982126058791248,f,8,42,unexposed,RKS32130
70611,2021-07-15,70215,2021-07-15,adult,NA,translocation,982126058791298,f,6,40,unexposed,RKS32131
70413,2021-07-17,70284,2021-07-16,adult,NA,translocation,982126058791083,f,18,56,unexposed,RKS32754
70413,2021-07-17,70284,2021-07-16,adult,NA,translocation,982126058791149,m,20,54,unexposed,RKS32755
70413,2021-07-17,70284,2021-07-16,adult,NA,translocation,982126058791141,m,12,48,unexposed,RKS32756
70413,2021-07-17,70284,2021-07-16,adult,NA,translocation,982126058791280,f,10,48,unexposed,RKS32757
70413,2021-07-17,70284,2021-07-16,adult,NA,translocation,982126058791283,f,12,46,unexposed,RKS32758
70413,2021-07-17,70284,2021-07-16,adult,NA,translocation,982126058791115,m,6,40,unexposed,RKS32759
70413,2021-07-17,70284,2021-07-16,adult,NA,translocation,982126058791134,m,14,51,unexposed,RKS32760
70413,2021-07-17,70284,2021-07-16,adult,NA,translocation,982126058791094,f,31,66,unexposed,RKS32761
70413,2021-07-17,70284,2021-07-16,adult,NA,translocation,982126058791270,m,16,52,unexposed,RKS32738
70413,2021-07-17,70284,2021-07-16,adult,NA,translocation,982126058791086,f,25,63,unexposed,RKS32739
70413,2021-07-17,70284,2021-07-16,adult,NA,translocation,982126058791140,f,22,62,unexposed,RKS32743
70413,2021-07-17,70284,2021-07-16,adult,NA,translocation,982126058791130,f,35,66,unexposed,RKS32744
70413,2021-07-17,70284,2021-07-16,adult,NA,translocation,982126058791158,f,35,66,unexposed,RKS32745
70413,2021-07-17,70284,2021-07-16,adult,NA,translocation,982126058790948,f,12,49,unexposed,RKS32762
70413,2021-07-17,72878,2021-07-16,adult,NA,translocation,982126058791087,f,18,55,unexposed,RKS32741
70413,2021-07-17,72878,2021-07-16,adult,NA,translocation,982126058791104,m,19,54,unexposed,RKS32748
70413,2021-07-17,72878,2021-07-16,adult,NA,translocation,982126058791108,f,23,59,unexposed,RKS32749
70413,2021-07-17,72878,2021-07-16,adult,NA,translocation,982126058790978,m,18,54,unexposed,RKS32763
70413,2021-07-17,72878,2021-07-16,adult,NA,translocation,982126058790982,f,14,49,unexposed,RKS32764
70413,2021-07-17,72878,2021-07-16,adult,NA,translocation,982126058791000,f,13,47,unexposed,RKS32765
70413,2021-07-17,72878,2021-07-16,adult,NA,translocation,982126058790962,m,22,52,unexposed,RKS32766
70413,2021-07-17,72458,2021-07-16,adult,NA,translocation,982126058791113,f,15,51,unexposed,RKS32740
70413,2021-07-17,72458,2021-07-16,adult,NA,translocation,982126058791112,m,14,49,unexposed,RKS32742
70413,2021-07-17,72458,2021-07-16,adult,NA,translocation,982126058791133,m,16,52,unexposed,RKS32746
70413,2021-07-17,72458,2021-07-16,adult,NA,translocation,982126058791059,m,11,47,unexposed,RKS32747
